complete_address,latitude,longitude,oev_erreichb_ewap
"Maulbeerstrasse 163,4058 Basel",47.569679260253906,7.608891487121582,18866
"Sennheimerstrasse 51,4054 Basel",47.55411911010742,7.569641590118408,4659
"Bleichestrasse 15,4058 Basel",47.56596755981445,7.600799083709717,52322
"Wiesenstrasse 21,4057 Basel",47.5776481628418,7.593299865722656,9552
"Reinacherstrasse 66,4053 Basel",47.539581298828125,7.602888584136963,19201
"Drahtzugstrasse 51,4057 Basel",47.56377410888672,7.596817493438721,14402
"Rosentalstrasse, 68,4058 Basel",47.566062927246094,7.606463432312012,24785
"Claragraben 84,4058 Basel",47.562808990478516,7.594296932220459,14402
"Laufenstrasse 8,4053 Basel",47.542423248291016,7.599848747253418,10524
"Claragraben 82,4058 Basel",47.56256866455078,7.594477653503418,14402
"Maulbeerstrasse 93,4058 Basel",47.56825256347656,7.604640483856201,13319
"Sankt Galler-Ring,4054 Basel",47.55473327636719,7.567868232727051,4659
"Claragraben 84,4058 Basel",47.562808990478516,7.594296932220459,14402
"Claragraben 84,4058 Basel",47.562808990478516,7.594296932220459,14402
"Claragraben 82,4058 Basel",47.56256866455078,7.594477653503418,14402
"Maulbeerstrasse 93,4058 Basel",47.56825256347656,7.604640483856201,13319
"Amerbachstrasse 45,4057 Basel",47.56937789916992,7.593364238739014,25629
"Bollwerk-Promenade 5,4051 Basel",47.55073928833008,7.588222980499268,51293
"Hammerstrasse 129,4057 Basel",47.5671501159668,7.595059394836426,21856
"Falknerstrasse 5,4001 Basel",47.55644989013672,7.5890278816223145,16025
"St. Alban-Anlage 59/61/63,4052 Basel",47.55289077758789,7.601708889007568,10740
"Lindenweg 5,4052 Basel",47.551700592041016,7.606226444244385,8476
"Wallstrasse 5,4051 Basel",47.55037307739258,7.590278625488281,51293
"Leonhardsstrasse 24,4051 Basel",47.55403137207031,7.584874629974365,18592
"Kleinhüningeranlage 25,4057 Basel",47.58340835571289,7.59362268447876,10209
"Redingstrasse 22,4052 Basel",47.546905517578125,7.620134353637695,7517
"Redingstrasse 22,4052 Basel",47.546905517578125,7.620134353637695,7517
"Spalenring 160,4055 Basel",47.554256439208984,7.57609748840332,16632
"Vogesenstrasse 31,4056 Basel",47.56629180908203,7.577972888946533,11895
"Klybeckstrasse 170,4057 Basel",47.57022476196289,7.590555667877197,17569
"Inselstrasse 55,4057 Basel",47.57742691040039,7.589841842651367,26460
"Herrengrabenweg22,4054 Basel",47.55612564086914,7.572793483734131,13809
"Holeestrasse 9,4054 Basel",47.54433059692383,7.574385643005371,7061
"Clarahofweg 15,4058 Basel",47.56173324584961,7.596660137176514,15495
"Schwarzwaldallee 269,4058 Basel",47.569557189941406,7.6043925285339355,47725
"Redingstrasse 10,4052 Basel",47.546512603759766,7.619871616363525,7517
"St. Alban-Anlage 19,4052 Basel",47.5521125793457,7.597561359405518,10740
"Riehenring 169,4057 Basel",47.568729400634766,7.5973944664001465,21856
"Redingstrasse 14,4052 Basel",47.546146392822266,7.619812965393066,7517
"Redingstrasse 20,4052 Basel",47.5471076965332,7.620148658752441,7517
"Zürcherstrasse 13,4052 Basel",47.55331039428711,7.606123447418213,8340
"Hohe Winde-Strasse 62,4059 Basel",47.53358840942383,7.588661193847656,2303
"St. Johanns-Vorstadt 82,4056 Basel",47.565460205078125,7.583352088928223,9463
"Lindenweg 1,4052 Basel",47.55209732055664,7.606415271759033,8476
"Steinenvorstadt 27,4051 Basel",47.55311965942383,7.588976860046387,50016
"St. Alban-Anlage 19,4052 Basel",47.5521125793457,7.597561359405518,10740
"St. Alban-Anlage 25,4052 Basel",47.552364349365234,7.598790168762207,10740
"Gellertstrasse 28,4052 Basel",47.55179977416992,7.60864782333374,4750
"Riehenstrasse 167,4058 Basel",47.56563949584961,7.606906890869141,24785
"Markircherstrasse 36,4055 Basel",47.56587600708008,7.562939167022705,12057
"Lehenmattstr. 308,4052 Basel",47.54533386230469,7.6201171875,7517
"Steinenvorstadt 27,4051 Basel",47.55311965942383,7.588976860046387,50016
"Steinenvorstadt 27,4051 Basel",47.55311965942383,7.588976860046387,50016
"Efringerstrasse 2,4057 Basel",47.56748580932617,7.596632957458496,21856
"Erlenmattstrasse 24,4058 Basel",47.57011413574219,7.601183891296387,47725
"Sevogelstrasse 144,4052 Basel",47.54862976074219,7.598920822143555,20244
"Feldbergstrasse 137,4057 Basel",47.56744384765625,7.596995830535889,21856
"Grellingerstrasse 68,4052 Basel",47.54927444458008,7.604982376098633,12824
"Bläsiring 96,4057 Basel",47.56854248046875,7.591531753540039,10761
"Rebgasse 64,4058 Basel",47.55931091308594,7.59605598449707,24867
"Gundeldingerstrasse 170,4053 Basel",47.54075622558594,7.588661193847656,3933
"Petersgasse 34 (Vorderhaus),4051 Basel",47.56051254272461,7.586272239685059,22172
"St. Alban-Anlage 65,4052 Basel",47.553035736083984,7.602626323699951,10740
"Birsstr. 320,4052 Basel",47.541255950927734,7.6218342781066895,8407
"Sattelgasse 2,4051 Basel",47.55815887451172,7.587155342102051,22172
"Delsbergerallee 68,4053 Basel",47.53970718383789,7.599089622497559,24952
"Steinenvorstadt 67,4051 Basel",47.55215072631836,7.588095188140869,50016
"Lehenmattstrasse 125,4052 Basel",47.552249908447266,7.618030071258545,3314
"Schorenweg 20,4058 Basel",47.570472717285156,7.611056327819824,18866
"Voltastr. 104,4056 Basel",47.571067810058594,7.573007583618164,7253
"Schorenweg 36,4058 Basel",47.571434020996094,7.6116461753845215,18866
"Küchengasse 16,4051 Basel",47.548683166503906,7.589180946350098,25068
"Göschenenstr. 15,4054 Basel",47.54733657836914,7.5629167556762695,4936
"Redingstrasse 12,4052 Basel",47.54631042480469,7.619858741760254,7517
"Klingentalstrasse 85,4057 Basel",47.564945220947266,7.597832679748535,11238
"Riehenring 65,4058 Basel",47.563724517822266,7.598842144012451,14402
"Sempacherstrasse 14,4053 Basel",47.544437408447266,7.588258743286133,29358
"Leimenstrasse 49,4051 Basel",47.552879333496094,7.581507682800293,32157
"Adlerstrasse 30,4052 Basel",47.547115325927734,7.609847545623779,5496
"Laufenburgerstr. 2,4058 Basel",47.5684700012207,7.610970973968506,15063
"Flughafenstr. 67,4056 Basel",47.56889724731445,7.569484710693359,4640
"Missionsstr. 3,4055 Basel",47.5579948425293,7.580365180969238,20159
"Friedensgasse 19,4056 Basel",47.56294250488281,7.578958511352539,14249
"Erlenmattstrasse 12,4058 Basel",47.569602966308594,7.600939750671387,47725
"Hochstrasse 16,4053 Basel",47.54518127441406,7.5926618576049805,30418
"Rheinfelderstrasse 1,4058 Basel",47.560848236083984,7.598680019378662,10258
"Dorfstrasse 48,4057 Basel",47.58427810668945,7.592818260192871,10209
"Freie Strasse 51,4001 Basel",47.55615997314453,7.59018611907959,21873
"Colmarerstrasse 39,4055 Basel",47.56016159057617,7.571807384490967,16533
"Steinenvorstadt 36,4051 Basel",47.55256652832031,7.588256359100342,50016
"Belchenstrasse 18,4054 Basel",47.55358123779297,7.574016571044922,16632
"Claragraben 144,4057 Basel",47.56525802612305,7.59244966506958,20108
"Mittlere Strasse 48,4056 Basel",47.56195068359375,7.57794189453125,14255
"Falknerstrasse 26,4051 Basel",47.55586242675781,7.5889434814453125,22914
"Rümelinsplatz 7,4001 Basel",47.55668258666992,7.587391376495361,22914
"Unterer Rheinweg 18,4058 Basel",47.56143569946289,7.590226650238037,18872
"Erlenmattstr. 83,4058 Basel",47.56977462768555,7.60345458984375,47725
"Rennweg 23,4052 Basel",47.55107879638672,7.605926036834717,8476
"Holeestr. 116,4054 Basel",47.54591751098633,7.5679802894592285,6800
"Erlenmattstrasse 19,4058 Basel",47.57004165649414,7.599858283996582,47725
"Schorenweg 36,4058 Basel",47.571434020996094,7.6116461753845215,18866
"Birsstrasse 146,4052 Basel",47.54954147338867,7.622220039367676,3314
"Gundeldingerstr. 125,4053 Basel",47.542442321777344,7.5863213539123535,26525
"Jurastrasse 10,4053 Basel",47.543025970458984,7.592135429382324,27150
"Tangentenweg 40,4058 Basel",47.570980072021484,7.598955154418945,47725
"Froburgstrasse 3,4052 Basel",47.55611038208008,7.61172342300415,9155
"Solothurnerstr. 35,4053 Basel",47.54459762573242,7.590882778167725,30418
"Horburgstrasse 26,4057 Basel",47.570613861083984,7.5917487144470215,17569
"Rheinfelderstrasse 1,4058 Basel",47.560848236083984,7.598680019378662,10258
"J.J. Balmer-Strasse 8,4053 Basel",47.54057312011719,7.594642639160156,47040
"Leuengasse 1,4057 Basel",47.566158294677734,7.5871500968933105,14032
"Jägerstrasse 10-14,4058 Basel",47.56886291503906,7.6022725105285645,47725
"Karl Jaspers-Allee 40,4052 Basel",47.547000885009766,7.613042831420898,7170
"Schorenweg 36,4058 Basel",47.571434020996094,7.6116461753845215,18866
"Feldbergstrasse 50,4057 Basel",47.566158294677734,7.590775489807129,16324
"Riehenstrasse 157,4058 Basel",47.565242767333984,7.606060028076172,24785
"Riehenstrasse 163,4058 Basel",47.56537628173828,7.606307029724121,24785
"Klingnaustrasse 1,4058 Basel",47.56134033203125,7.599278926849365,10258
"Sempacherstrasse 59,4053 Basel",47.54267120361328,7.587012767791748,26525
"Neuweilerstr. 24,4054 Basel",47.54668045043945,7.563188552856445,4936
"Riehenring 65,4058 Basel",47.563724517822266,7.598842144012451,14402
"Schönaustrasse 20,4058 Basel",47.567718505859375,7.60006046295166,52322
"Birsstrasse 44,4052 Basel",47.5528564453125,7.618688106536865,3314
"Neuweilerstr. 22,4054 Basel",47.54685974121094,7.562972068786621,4936
"Hegenheimerstrasse 64,4055 Basel",47.56108093261719,7.570441722869873,16784
"Erlenmattstrasse 20,4058 Basel",47.569923400878906,7.600291728973389,47725
"Güterstrasse 237,4053 Basel",47.54231643676758,7.596517562866211,41729
"Spalenring 30,4055 Basel",47.56022262573242,7.574154376983643,12365
"Voltastrasse 72,4056 Basel",47.57098388671875,7.577212810516357,7253
"Drahtzugstrasse 62,4058 Basel",47.564056396484375,7.598378658294678,14402
"Webergasse 35,4058 Basel",47.562381744384766,7.591981410980225,18872
"Erlenmattstr. 81,4058 Basel",47.56991958618164,7.603686332702637,47725
"Münzgasse 3,4001 Basel",47.55728530883789,7.587062835693359,22914
"Erlkönigweg 21,4058 Basel",47.57088851928711,7.599823951721191,47725
"Holeestr. 108,4054 Basel",47.545745849609375,7.568827152252197,6800
"Lehenmattstrasse 306,4052 Basel",47.54551315307617,7.620040416717529,7517
"Claragraben105/Klingentalst 12,4057 Basel",47.563209533691406,7.593039512634277,18872
"Steinentorberg 18,4051 Basel",47.54948425292969,7.5878167152404785,56511
"Spalenring 149,4055 Basel",47.5546989440918,7.576360702514648,11191
"Belforterstrasse 144,4055 Basel",47.56414794921875,7.5569305419921875,5741
"Gerbergasse 16,4001 Basel",47.557186126708984,7.588047981262207,22914
"Tangentenweg 50,4058 Basel",47.572105407714844,7.599208831787109,47725
"Lindenberg 17,4058 Basel",47.559078216552734,7.594789028167725,24867
"Riehenring 143,4058 Basel",47.5677604675293,7.597381114959717,21856
"Holeestrasse 159,4054 Basel",47.546600341796875,7.565146446228027,6800
"Oetlingerstrasse 2,4057 Basel",47.56721496582031,7.587069988250732,14032
"Oetlingerstrasse 2,4057 Basel",47.56721496582031,7.587069988250732,14032
"Auf den Fiechten 4,4058 Basel",47.480220794677734,7.59500789642334,3826
"Tangentenweg 56,4058 Basel",47.57284927368164,7.599377155303955,47725
"Adlerstrasse 30,4052 Basel",47.547115325927734,7.609847545623779,5496
"Adlerstrasse 32,4052 Basel",47.546974182128906,7.609964847564697,5496
"Rheinfelderstrasse 3,4058 Basel",47.5607795715332,7.598718166351318,10258
"Amerbachstrasse 62,4057 Basel",47.569149017333984,7.593973636627197,21856
"Heuberg 22,4051 Basel",47.55621337890625,7.585981845855713,22914
"Feldbergstrasse 96,4057 Basel",47.56676483154297,7.594234466552734,20108
"Feldbergstrasse 96,4057 Basel",47.56676483154297,7.594234466552734,20108
"Feldbergstrasse 96,4057 Basel",47.56676483154297,7.594234466552734,20108
"Bachlettenstrasse 39,4054 Basel",47.548919677734375,7.579601764678955,28729
"Bachlettenstrasse 37,4054 Basel",47.54884338378906,7.579913139343262,28729
"Bachlettenstrasse 37,4054 Basel",47.54884338378906,7.579913139343262,28729
"Amerbachstrasse 62,4057 Basel",47.569149017333984,7.593973636627197,21856
"Schwarzwaldallee 269,4058 Basel",47.569557189941406,7.6043925285339355,47725
"Missionsstr. 3,4055 Basel",47.5579948425293,7.580365180969238,20159
"Markircherstrasse 52,4055 Basel",47.56536865234375,7.562254428863525,12057
"Altkircherstrasse 34,4054 Basel",47.55366516113281,7.569238185882568,4659
"Schneidergasse 1,4051 Basel",47.558494567871094,7.586836814880371,22172
"Rümelinbachweg 25,4054 Basel",47.550758361816406,7.583237171173096,56511
"Bruderholzstrasse 45,4053 Basel",47.54344940185547,7.594717979431152,41729
"Feldbergstrasse 137,4057 Basel",47.56744384765625,7.596995830535889,21856
"Hochstrasse 16,4053 Basel",47.54518127441406,7.5926618576049805,30418
"Gueterstr. 296,4053 Basel",47.54090881347656,7.600739002227783,19201
"St. Galler-Ring 82,4055 Basel",47.55663299560547,7.566885471343994,4659
"Mülhauserstrasse 78,4056 Basel",47.568016052246094,7.5787672996521,14606
"St. Jakobs-Strasse 29,4052 Basel",47.5494384765625,7.597139835357666,41676
"Hammerstrasse 163,4057 Basel",47.568904876708984,7.594804763793945,21856
"St. Johanns-Ring 79,4056 Basel",47.563846588134766,7.577090263366699,14249
"Beinwilerstrasse 13,4053 Basel",47.5418815612793,7.5906291007995605,38092
"Blauenstrasse 47,4054 Basel",47.554344177246094,7.5729780197143555,16632
"Blauensteinerstrasse 5,4053 Basel",47.5443115234375,7.582890510559082,53226
"St. Galler-Ring 29,4055 Basel",47.55891036987305,7.567488193511963,5349
"Herrengrabenweg 64,4054 Basel",47.55408477783203,7.571005344390869,13809
"Herrengrabenweg 64,4054 Basel",47.55408477783203,7.571005344390869,13809
"Elisabethenstrasse 43,4051 Basel",47.5506706237793,7.591019153594971,41123
"Feldbergstrasse 3,4057 Basel",47.565616607666016,7.587591648101807,14032
"Feldbergstrasse 3,4057 Basel",47.565616607666016,7.587591648101807,14032
"Dornacherstrasse 149,4053 Basel",47.54261016845703,7.591569423675537,27150
"Clarahofweg 5A,4058 Basel",47.561988830566406,7.596245765686035,15495
"Meltingerstrasse 24,4053 Basel",47.54522705078125,7.581324577331543,24785
"Hebelstr. 115,4056 Basel",47.56351089477539,7.577168941497803,14255
"Spiegelbergstrasse 24,4059 Basel",47.53463363647461,7.597445011138916,2099
"Riehenring 174,4058 Basel",47.56892395019531,7.597771167755127,47725
"Brombacherstrasse 30,4057 Basel",47.5700798034668,7.596643447875977,25629
"Spiegelbergstrasse 18,4059 Basel",47.53443145751953,7.596786022186279,2099
"Mörsbergerstrasse 10,4057 Basel",47.566383361816406,7.593964099884033,20108
"Birsigstrasse 43/45,4054 Basel",47.55012893676758,7.5834197998046875,56511
"Birsigstrasse 43/45,4054 Basel",47.55012893676758,7.5834197998046875,56511
"Bungestrasse 18,4055 Basel",47.5680046081543,7.56469202041626,8454
"Duggingerhof 57,4053 Basel",47.53730392456055,7.6117424964904785,16855
"Buchenstrasse 9,4054 Basel",47.556129455566406,7.571125030517578,13809
"Schneidergasse 24,4051 Basel",47.55788803100586,7.586699485778809,22172
"Landauerstrasse 27,4058 Basel",47.564064025878906,7.627777576446533,1278
"Neuhausstrasse 41,4057 Basel",47.582496643066406,7.596088409423828,14154
"Münsterplatz 17,4051 Basel",47.55658721923828,7.591095924377441,21873
"Furkastrasse 85,4054 Basel",47.54949188232422,7.5613112449646,4936
"Spiegelbergstrasse 37,4059 Basel",47.53551483154297,7.598041534423828,2099
"Friedensgasse 35,4056 Basel",47.562355041503906,7.578077793121338,14255
"Hüningerstrasse 1,4056 Basel",47.57051467895508,7.573676109313965,7253
"Lehenmattstrasse 332,4052 Basel",47.54462814331055,7.62013053894043,7517
"Schützenmattstrasse 12,4051 Basel",47.557071685791016,7.582278728485107,11413
"Totentanz 13,4051 Basel",47.56221389770508,7.585668563842773,9463
"Greifengasse 7,4058 Basel",47.561100006103516,7.591520309448242,18872
"Erlenmattstr. 69,4058 Basel",47.57026290893555,7.602472305297852,47725
"Arnold Böcklin-Strasse 29,4051 Basel",47.55129623413086,7.577389717102051,10007
"Blotzheimerstr. 44,4055 Basel",47.561458587646484,7.564592361450195,7142
"Henric Petri-Strasse 11,4051 Basel",47.552188873291016,7.592425346374512,48285
"Claragraben 101,4057 Basel",47.563026428222656,7.593636989593506,18872
"Schorenweg 20,4058 Basel",47.570472717285156,7.611056327819824,18866
"Pfeffingerstrasse 55,4053 Basel",47.54365158081055,7.5912322998046875,27150
"Davidsbodenstr. 28,4056 Basel",47.56573486328125,7.577070236206055,11895
"Erlkönigweg 25,4058 Basel",47.57139587402344,7.599806308746338,47725
"Kaltbrunnenstrasse 11,4054 Basel",47.54520034790039,7.574467182159424,7061
"Rheinfelderstrasse 1,4058 Basel",47.560848236083984,7.598680019378662,10258
"St. Jakobs-Strasse 92,4052 Basel",47.54615783691406,7.601259708404541,9134
"Fasanenstr. 150,4058 Basel",47.57194900512695,7.612662315368652,18866
"Fasanenstr. 150,4058 Basel",47.57194900512695,7.612662315368652,18866
"Erlenmattstrasse 19,4058 Basel",47.57004165649414,7.599858283996582,47725
"Tellstr. 62,4053 Basel",47.54279327392578,7.597599506378174,41729
"Neubadstrasse 147,4054 Basel",47.54698944091797,7.56561803817749,6800
"Schäferweg 15,4057 Basel",47.58298873901367,7.5947651863098145,14154
"Birsstrasse 58,4052 Basel",47.55250930786133,7.619369029998779,3314
"Spalenring 17,4055 Basel",47.560874938964844,7.574466705322266,12196
"Meisengasse 10,4057 Basel",47.56990051269531,7.587575435638428,17569
"Redingstrasse 20,4052 Basel",47.5471076965332,7.620148658752441,7517
"Tangentenweg 56,4058 Basel",47.57284927368164,7.599377155303955,47725
"Riehenring 65,4058 Basel",47.563724517822266,7.598842144012451,14402
"Frobenstrasse 72,4053 Basel",47.54344177246094,7.58466100692749,53226
"Hegenheimerstrasse 47,4055 Basel",47.560279846191406,7.57233190536499,16533
"Erlenmattstr. 81,4058 Basel",47.56991958618164,7.603686332702637,47725
"Erlenmattstr. 81,4058 Basel",47.56991958618164,7.603686332702637,47725
"Feldbergstrasse 50,4057 Basel",47.566158294677734,7.590775489807129,16324
"Im Ettingerhof 8,4055 Basel",47.559547424316406,7.5638813972473145,5741
"Delsbergerallee 7,4053 Basel",47.541866302490234,7.601009845733643,10524
"St. Jakobs-Strasse 90,4052 Basel",47.54627227783203,7.6010332107543945,9134
"Turnerstrasse 6,4058 Basel",47.561641693115234,7.599673748016357,10258
"Adlerstrasse 21,4052 Basel",47.54704666137695,7.610497951507568,7170
"Webergasse 35,4058 Basel",47.562381744384766,7.591981410980225,18872
"Erlenmattstr. 85,4058 Basel",47.569828033447266,7.603264331817627,47725
"Erlenmattstrasse 19,4058 Basel",47.57004165649414,7.599858283996582,47725
"Tangentenweg 50,4058 Basel",47.572105407714844,7.599208831787109,47725
"Dornacherstrasse 38,4053 Basel",47.54471206665039,7.585562705993652,53226
"Riehenstrasse 163 (5th Floor),4058 Basel",47.56537628173828,7.606307029724121,24785
"Feldbergstrasse 50,4057 Basel",47.566158294677734,7.590775489807129,16324
"Wallstrasse 11,4051 Basel",47.550655364990234,7.589737892150879,51293
"Feldbergstrasse 50,4057 Basel",47.566158294677734,7.590775489807129,16324
"Friedensgasse 19,4056 Basel",47.56294250488281,7.578958511352539,14249
"Martinskirchplatz 15,4051 Basel",47.559051513671875,7.58829927444458,29892
"Tangentenweg 54,4058 Basel",47.57261276245117,7.599323749542236,47725
"Feldbergstrasse 23,4057 Basel",47.56585693359375,7.588615894317627,14032
"Clarastrasse 57,4058 Basel",47.56337356567383,7.5986151695251465,14402
"Birsigstrasse 40,4054 Basel",47.550453186035156,7.583517074584961,56511
"Mattenstrasse 10,4058 Basel",47.56439971923828,7.603755950927734,24785
"Amerbachstrasse 64,4057 Basel",47.56895065307617,7.5939741134643555,21856
"Paracelsusstrasse 63,4058 Basel",47.56591033935547,7.611505508422852,19573
"Haltingerstr. 78,4057 Basel",47.566192626953125,7.595823764801025,20108
"Häsingerstrasse 44,4055 Basel",47.562015533447266,7.567999362945557,7880
"Henric Petri-Strasse 11,4051 Basel",47.552188873291016,7.592425346374512,48285
"Birsstrasse 44,4052 Basel",47.5528564453125,7.618688106536865,3314
"Schützengraben 9,4051 Basel",47.55564498901367,7.5828704833984375,14489
"Riehenring 141,4058 Basel",47.56765365600586,7.597385883331299,21856
"Eisenbahnweg 10,4058 Basel",47.5599250793457,7.615187168121338,1278
"Kraftstrasse 25,4056 Basel",47.57292938232422,7.577129364013672,66091
"Schäferweg 13,4057 Basel",47.582820892333984,7.594730377197266,14154
"J.J. Balmer-Strasse 1,4053 Basel",47.54088592529297,7.595244407653809,47040
"Henric Petri-Strasse 11,4051 Basel",47.552188873291016,7.592425346374512,48285
"Redingstrasse 24,4052 Basel",47.54671096801758,7.620187759399414,7517
"Teichgässlein 9,4053 Basel",47.5620231628418,7.592433929443359,18872
"Tangentenweg 56,4058 Basel",47.57284927368164,7.599377155303955,47725
"Amerbachstrasse 22,4057 Basel",47.5692253112793,7.591813087463379,17569
"Mühlenberg 5,4052 Basel",47.554710388183594,7.597822189331055,9486
