City,PLZ,Price (CHF/Month),Net Price,Additional Costs,Rooms,Living Space,Street,Listing URL,Etage,Objekttyp,Balkon / Terrasse,Lift,Minergie,Aussicht,Garage,Parkplatz,Kinderfreundlich,Swimmingpool,Haustiere erlaubt,complete_address,latitude,longitude,oev_erreichb_ewap,median_einkommen
Basel,4051,2030,1840,190,3.5,77,"Austrasse 124,",https://www.immoscout24.ch/mieten/4001926699,3,Wohnung,True,True,False,True,False,False,False,False,False,"Austrasse 124,4051 Basel",47.55547332763672,7.576856136322021,20159,66727.1
Basel,4051,1990,1800,190,3.0,78,"Austrasse 120,",https://www.immoscout24.ch/mieten/4001926669,3,Wohnung,True,True,False,False,False,True,False,False,True,"Austrasse 120,4051 Basel",47.55541229248047,7.577052593231201,20159,66727.1
Basel,4058,4400,3800,600,6.5,160,"Römergasse 24,",https://www.immoscout24.ch/mieten/4001926280,,Wohnung,True,False,False,False,False,True,True,False,False,"Römergasse 24,4058 Basel",47.558223724365234,7.599791049957275,7839,66727.1
Basel,4057,1350,1200,150,2.0,61,"Claragraben 121,",https://www.immoscout24.ch/mieten/4001923912,2,Wohnung,True,True,False,False,False,False,False,False,False,"Claragraben 121,4057 Basel",47.56414413452149,7.592830657958984,18872,66727.1
Basel,4053,1580,1400,180,1.5,63,"Tellstrasse 23,",https://www.immoscout24.ch/mieten/4001910530,,Wohnung,False,False,False,False,False,False,False,False,False,"Tellstrasse 23,4053 Basel",47.54318618774414,7.596251010894775,41729,66727.1
Basel,4052,1685,1460,225,3.5,73,"Lehenmattstrasse 282,",https://www.immoscout24.ch/mieten/4001900749,2,Wohnung,True,False,False,True,False,False,False,False,False,"Lehenmattstrasse 282,4052 Basel",47.54591751098633,7.620706081390381,7517,66727.1
Basel,4051,2100,2000,100,2.0,45,"Steinentorstrasse 14,",https://www.immoscout24.ch/mieten/4001895986,7,Wohnung,True,True,False,True,False,False,False,False,False,"Steinentorstrasse 14,4051 Basel",47.55207443237305,7.589175701141357,51293,66727.1
Basel,4055,1790,1550,240,2.5,64,"Allschwilerstrasse 106,",https://www.immoscout24.ch/mieten/4001879803,4,Wohnung,True,True,False,False,False,False,False,False,True,"Allschwilerstrasse 106,4055 Basel",47.55731201171875,7.566601276397705,7142,66727.1
Basel,4058,1900,1650,250,3.0,78,"Ormalingerweg 5,",https://www.immoscout24.ch/mieten/4001868252,3,Wohnung,True,True,False,False,True,False,True,False,True,"Ormalingerweg 5,4058 Basel",47.56439971923828,7.62215518951416,4992,66727.1
Basel,4052,1750,1500,250,2.0,65,"Wartenbergstrasse 40,",https://www.immoscout24.ch/mieten/4001856700,2,Maisonette / Duplex,True,True,False,False,False,False,False,False,False,"Wartenbergstrasse 40,4052 Basel",47.54754257202149,7.606985569000244,5496,66727.1
Basel,4053,1880,1700,180,3.0,78,"Solothurnerstrasse 62,",https://www.immoscout24.ch/mieten/4001851476,3,Wohnung,False,True,False,False,False,False,False,False,False,"Solothurnerstrasse 62,4053 Basel",47.54349899291992,7.589704513549805,29358,66727.1
Basel,4059,2500,2180,320,4.0,94,"Bruderholzalee 167,",https://www.immoscout24.ch/mieten/4001837158,1,Wohnung,True,False,False,False,False,False,False,False,False,"Bruderholzalee 167,4059 Basel",47.53266906738281,7.594165325164795,2303,66727.1
Basel,4054,2090,1820,270,4.0,82,"Herrengrabenweg 75,",https://www.immoscout24.ch/mieten/4001836331,3,Wohnung,True,True,False,True,True,False,True,False,True,"Herrengrabenweg 75,4054 Basel",47.553443908691406,7.570718288421631,4659,66727.1
Basel,4059,1750,1590,160,3.0,52,"Helfenbergstrasse 12,",https://www.immoscout24.ch/mieten/4001831675,1,Wohnung,True,False,False,False,False,False,False,False,False,"Helfenbergstrasse 12,4059 Basel",47.53462600708008,7.589494228363037,2303,66727.1
Basel,4052,1820,1640,180,3.0,79,"St. Jakobs-Strasse 361,",https://www.immoscout24.ch/mieten/4001826235,2,Wohnung,False,False,False,False,False,False,False,False,False,"St. Jakobs-Strasse 361,4052 Basel",47.54209518432617,7.617319583892822,9842,66727.1
Basel,4053,1620,1450,170,2.5,56,"Laufenstrasse 4,",https://www.immoscout24.ch/mieten/4001824814,4,Wohnung,True,True,False,True,True,False,False,False,True,"Laufenstrasse 4,4053 Basel",47.54266357421875,7.600114345550537,10524,66727.1
Basel,4052,1945,1765,180,2.0,53,"Froburgstr. 16,",https://www.immoscout24.ch/mieten/4001820422,0,Wohnung,True,True,False,False,False,False,False,False,False,"Froburgstr. 16,4052 Basel",47.555782318115234,7.611655235290527,9155,66727.1
Basel,4057,1610,1400,210,3.0,66,"Breisacherstr. 133,",https://www.immoscout24.ch/mieten/4001784386,3,Wohnung,True,False,False,False,False,False,False,False,False,"Breisacherstr. 133,4057 Basel",47.56975173950195,7.588536739349365,17569,66727.1
Basel,4055,2080,1780,300,3.5,89,"Türkheimerstrasse 5,",https://www.immoscout24.ch/mieten/4001780211,11,Wohnung,False,True,False,True,False,False,False,False,False,"Türkheimerstrasse 5,4055 Basel",47.55753326416016,7.574477195739746,12365,66727.1
Basel,4052,1720,1470,250,3.5,73,"Lehenmattstrasse 280,",https://www.immoscout24.ch/mieten/4001763709,3,Wohnung,True,False,True,True,False,False,False,False,False,"Lehenmattstrasse 280,4052 Basel",47.54608917236328,7.620716571807861,7517,66727.1
Basel,4053,1640,1400,240,3.0,67,"Laufenstr. 13,",https://www.immoscout24.ch/mieten/4001749521,4,Wohnung,True,True,False,False,False,False,True,False,False,"Laufenstr. 13,4053 Basel",47.542110443115234,7.599786281585693,10524,66727.1
Basel,4057,2427,2277,150,3.0,85,"Färberstrasse 17,",https://www.immoscout24.ch/mieten/4001711048,1,Wohnung,False,True,False,False,False,False,False,False,False,"Färberstrasse 17,4057 Basel",47.57646179199219,7.592670917510986,9552,66727.1
Basel,4055,1865,1615,250,3.0,73,"Habsburgerstr. 38,",https://www.immoscout24.ch/mieten/4001710705,3,Wohnung,True,True,False,False,False,False,True,False,False,"Habsburgerstr. 38,4055 Basel",47.56119918823242,7.5707573890686035,16784,66727.1
Basel,4053,1818,1578,240,3.0,75,"Gundeldingerstrasse 492,",https://www.immoscout24.ch/mieten/4001658588,3,Wohnung,True,True,False,False,False,False,False,False,False,"Gundeldingerstrasse 492,4053 Basel",47.5369987487793,7.602978706359863,11803,66727.1
Basel,4053,2600,2600,0,2.0,48,"Gundeldingerrain 10,",https://www.immoscout24.ch/mieten/4001642577,4,Wohnung,True,True,False,False,False,False,False,False,False,"Gundeldingerrain 10,4053 Basel",47.53856658935547,7.5944437980651855,3933,66727.1
Basel,4053,1890,1670,220,3.0,66,"Frobenstrasse 21,",https://www.immoscout24.ch/mieten/4001525010,2,Wohnung,True,True,False,False,False,False,False,False,True,"Frobenstrasse 21,4053 Basel",47.54510498046875,7.586318969726562,29358,66727.1
Basel,4056,2325,1975,350,3.5,69,"Gasstrasse 68,",https://www.immoscout24.ch/mieten/4001502713,1,Wohnung,True,True,False,False,True,False,True,False,False,"Gasstrasse 68,4056 Basel",47.56842803955078,7.574095726013184,14593,66727.1
Basel,4058,1625,1475,150,3.5,81,"Maulbeerstrasse 36,",https://www.immoscout24.ch/mieten/4001466780,4,Wohnung,False,True,False,False,False,False,False,False,True,"Maulbeerstrasse 36,4058 Basel",47.56712341308594,7.601315975189209,52322,66727.1
Basel,4052,2300,2070,230,3.0,69,"Froburgstr. 16,",https://www.immoscout24.ch/mieten/4001439684,2,Wohnung,True,True,False,False,False,False,False,False,False,"Froburgstr. 16,4052 Basel",47.555782318115234,7.611655235290527,9155,66727.1
Basel,4058,1850,1600,250,2.5,60,"Fasanenstrasse 121,",https://www.immoscout24.ch/mieten/4001370620,4,Wohnung,True,True,False,False,False,False,False,False,True,"Fasanenstrasse 121,4058 Basel",47.572998046875,7.610218524932861,18866,66727.1
Basel,4052,2790,2530,260,2.5,92,"St. Alban-Rheinweg 80,",https://www.immoscout24.ch/mieten/4001209583,3,Wohnung,False,True,False,True,False,False,False,False,False,"St. Alban-Rheinweg 80,4052 Basel",47.55485153198242,7.602547645568848,9486,66727.1
Basel,4058,1695,1445,250,2.5,60,"Fasanenstrasse 121,",https://www.immoscout24.ch/mieten/4000993026,1,Wohnung,True,True,False,False,False,False,False,False,True,"Fasanenstrasse 121,4058 Basel",47.572998046875,7.610218524932861,18866,66727.1
Basel,4056,1250,1100,150,2.0,37,"Entenweidstrasse 74/7,",https://www.immoscout24.ch/mieten/4000636560,1,Wohnung,True,True,False,False,False,False,False,False,False,"Entenweidstrasse 74/7,4056 Basel",47.56902694702149,7.573718070983887,14593,66727.1
Basel,4056,1920,1570,350,3.0,83,"Entenweidstr. 84a,",https://www.immoscout24.ch/mieten/4000490098,5,Dachwohnung,True,True,False,True,False,False,True,False,False,"Entenweidstr. 84a,4056 Basel",47.56929016113281,7.573733329772949,14593,66727.1
Basel,4056,2435,2125,310,4.5,72,"Gasstrasse 68,",https://www.immoscout24.ch/mieten/4000136328,1,Wohnung,True,True,False,False,False,False,False,False,False,"Gasstrasse 68,4056 Basel",47.56842803955078,7.574095726013184,14593,66727.1
Basel,4058,1684,1484,200,2.5,60,"Erlenmattstr. 79,",https://www.immoscout24.ch/mieten/4002004938,1,Wohnung,False,True,True,False,True,False,False,False,True,"Erlenmattstr. 79,4058 Basel",47.57007598876953,7.603559970855713,47725,66727.1
Basel,4058,1970,1730,240,3.0,81,"Fischerweg 10,",https://www.immoscout24.ch/mieten/4001988572,0,Wohnung,False,True,False,False,False,False,True,False,False,"Fischerweg 10,4058 Basel",47.55791473388672,7.602205276489258,7839,66727.1
Basel,4057,1260,1050,210,2.0,48,"Inselstrasse 40,",https://www.immoscout24.ch/mieten/4001985362,3,Wohnung,False,True,False,False,True,False,False,False,True,"Inselstrasse 40,4057 Basel",47.577415466308594,7.5886454582214355,26460,66727.1
Basel,4055,1370,1370,0,2.5,59,"Sundgauerstrasse 12,",https://www.immoscout24.ch/mieten/4001983223,0,Wohnung,True,False,False,False,False,False,False,False,False,"Sundgauerstrasse 12,4055 Basel",47.56503677368164,7.563078880310059,12057,66727.1
Basel,4056,1630,1400,230,3.0,76,"Entenweidstrasse 20,",https://www.immoscout24.ch/mieten/4001969200,2,Wohnung,True,False,False,False,False,False,False,False,True,"Entenweidstrasse 20,4056 Basel",47.5665168762207,7.573955535888672,12483,66727.1
Basel,4055,1870,1560,310,3.0,79,"Im Witterswilerhof 6,",https://www.immoscout24.ch/mieten/4001967166,3,Wohnung,True,False,False,True,False,False,False,False,False,"Im Witterswilerhof 6,4055 Basel",47.560302734375,7.563765525817871,5741,66727.1
Basel,4055,1870,1560,310,3.0,79,"Im Witterswilerhof 2,",https://www.immoscout24.ch/mieten/4001967165,3,Wohnung,True,False,False,True,False,False,False,False,False,"Im Witterswilerhof 2,4055 Basel",47.56026840209961,7.563186168670654,5741,66727.1
Basel,4053,1950,1780,170,3.5,58,"Thiersteinerallee 91,",https://www.immoscout24.ch/mieten/4001937474,4,Dachwohnung,True,False,False,False,False,True,False,False,False,"Thiersteinerallee 91,4053 Basel",47.53945541381836,7.596708297729492,24952,66727.1
Basel,4057,1450,1250,200,2.5,50,"Feldbergstrasse 70,",https://www.immoscout24.ch/mieten/4001894530,5,Dachwohnung,False,False,False,False,False,False,False,False,False,"Feldbergstrasse 70,4057 Basel",47.56641006469727,7.5923237800598145,20108,66727.1
Basel,4051,2690,2400,290,4.0,80,"Holbeinstrasse 19,",https://www.immoscout24.ch/mieten/4001827524,1,Wohnung,True,True,False,False,False,False,False,False,True,"Holbeinstrasse 19,4051 Basel",47.55435180664063,7.584408283233643,18592,66727.1
Basel,4056,1755,1475,280,3.0,75,"Sommergasse 10,",https://www.immoscout24.ch/mieten/4001825387,1,Wohnung,True,True,False,True,False,False,False,False,False,"Sommergasse 10,4056 Basel",47.56321716308594,7.575320243835449,15299,66727.1
Basel,4053,1970,1750,220,3.0,77,"Reinacherstrasse 126,",https://www.immoscout24.ch/mieten/4001820409,1,Wohnung,True,True,False,False,False,False,False,False,False,"Reinacherstrasse 126,4053 Basel",47.53640365600586,7.604195594787598,11803,66727.1
Basel,4055,2580,2250,330,4.5,125,"Im Witterswilerhof 7,",https://www.immoscout24.ch/mieten/4001799178,5,Wohnung,True,True,False,True,True,False,False,False,False,"Im Witterswilerhof 7,4055 Basel",47.56058120727539,7.563708782196045,5741,66727.1
Basel,4053,2990,2600,390,1.5,105,"Münchensteinerstrasse 117,",https://www.immoscout24.ch/mieten/4001755079,3,Loft,False,True,False,True,False,False,False,False,True,"Münchensteinerstrasse 117,4053 Basel",47.53744888305664,7.608504295349121,16855,66727.1
Basel,4055,1870,1560,310,3.0,79,"Im Witterswilerhof 6,",https://www.immoscout24.ch/mieten/4001755074,1,Wohnung,True,False,False,True,False,False,False,False,False,"Im Witterswilerhof 6,4055 Basel",47.560302734375,7.563765525817871,5741,66727.1
Basel,4052,2750,2500,250,4.0,107,"Lindenhofstrasse 40,",https://www.immoscout24.ch/mieten/4001658314,3,Wohnung,True,False,False,False,False,False,True,False,False,"Lindenhofstrasse 40,4052 Basel",47.54658889770508,7.596734523773193,41316,66727.1
Basel,4053,3000,3000,0,2.5,51,"Gempenstrasse 78,",https://www.immoscout24.ch/mieten/4001241888,4,Attikawohnung,True,True,False,False,False,False,True,False,True,"Gempenstrasse 78,4053 Basel",47.5428581237793,7.585447788238525,26525,66727.1
Basel,4054,3650,3400,250,4.5,116,"Rütimeyerplatz 2,",https://www.immoscout24.ch/mieten/4002002011,3,Dachwohnung,False,True,False,False,False,False,False,False,False,"Rütimeyerplatz 2,4054 Basel",47.5494499206543,7.575975894927978,10007,66727.1
Basel,4054,2050,1900,150,1.5,69,"Rütimeyerplatz 2,",https://www.immoscout24.ch/mieten/4002002010,4,Dachwohnung,False,True,False,False,False,False,False,False,False,"Rütimeyerplatz 2,4054 Basel",47.5494499206543,7.575975894927978,10007,66727.1
Basel,4056,870,750,120,1.0,28,"Mülhauserstrasse 112,",https://www.immoscout24.ch/mieten/4002000086,3,Wohnung,False,True,False,False,False,False,False,False,False,"Mülhauserstrasse 112,4056 Basel",47.56699752807617,7.576598644256592,12483,66727.1
Basel,4055,1500,1250,250,3.0,70,"Habsburgerstrasse 30 VH,",https://www.immoscout24.ch/mieten/4001999754,4,Wohnung,False,False,False,False,False,False,False,False,False,"Habsburgerstrasse 30 VH,4055 Basel",47.5615234375,7.571096420288086,16784,66727.1
Basel,4055,1500,1250,250,2.0,56,"Im Ettingerhof 1,",https://www.immoscout24.ch/mieten/4001999318,4,Wohnung,True,True,False,False,False,False,False,False,True,"Im Ettingerhof 1,4055 Basel",47.559791564941406,7.5632171630859375,5741,66727.1
Basel,4055,710,630,80,1.0,28,"Hegenheimerstrasse 107,",https://www.immoscout24.ch/mieten/4001996538,1,Wohnung,False,False,False,False,False,False,False,False,False,"Hegenheimerstrasse 107,4055 Basel",47.56169509887695,7.56784725189209,7142,66727.1
Basel,4052,1270,1030,240,2.0,59,"Prattelerstr. 11,",https://www.immoscout24.ch/mieten/4001988174,0,Wohnung,True,True,False,False,False,False,False,False,True,"Prattelerstr. 11,4052 Basel",47.54538345336914,7.614586353302002,4827,66727.1
Basel,4056,950,850,100,1.0,28,"Entenweidstrasse 74/7,",https://www.immoscout24.ch/mieten/4001975741,3,Wohnung,False,True,False,False,False,False,False,False,False,"Entenweidstrasse 74/7,4056 Basel",47.56902694702149,7.573718070983887,14593,66727.1
Basel,4052,1440,1190,250,3.0,71,"Lehenmattstr. 140,",https://www.immoscout24.ch/mieten/4001975338,3,Wohnung,True,True,False,True,False,False,False,False,False,"Lehenmattstr. 140,4052 Basel",47.55136489868164,7.619653224945068,4165,66727.1
Basel,4056,1550,1370,180,3.0,46,"Flughafenstrasse 72,",https://www.immoscout24.ch/mieten/4001967683,4,Wohnung,True,False,False,False,False,False,False,False,True,"Flughafenstrasse 72,4056 Basel",47.56954956054688,7.570045471191406,3490,66727.1
Basel,4056,1720,1520,200,3.0,60,"Flughafenstrasse 72,",https://www.immoscout24.ch/mieten/4001967679,3,Wohnung,True,False,False,False,False,False,False,False,True,"Flughafenstrasse 72,4056 Basel",47.56954956054688,7.570045471191406,3490,66727.1
Basel,4056,1520,1320,200,3.0,45,"Flughafenstrasse 72,",https://www.immoscout24.ch/mieten/4001967671,3,Wohnung,True,False,False,False,False,False,False,False,True,"Flughafenstrasse 72,4056 Basel",47.56954956054688,7.570045471191406,3490,66727.1
Basel,4056,1475,1325,150,3.0,43,"Mülhauserstr. 30,",https://www.immoscout24.ch/mieten/4001965303,5,Wohnung,True,True,False,False,False,False,False,False,False,"Mülhauserstr. 30,4056 Basel",47.569297790527344,7.5813727378845215,12376,66727.1
Basel,4052,1490,1290,200,3.0,70,"Lehenmattstrasse 155,",https://www.immoscout24.ch/mieten/4001951520,1,Wohnung,True,False,False,True,False,False,False,False,False,"Lehenmattstrasse 155,4052 Basel",47.55162811279297,7.619712352752685,3314,66727.1
Basel,4052,1630,1430,200,3.5,66,"Lehenmattstr. 129,",https://www.immoscout24.ch/mieten/4001928949,4,Wohnung,True,False,False,False,False,False,False,False,False,"Lehenmattstr. 129,4052 Basel",47.55220031738281,7.618181705474853,3314,66727.1
Basel,4053,1260,1110,150,1.0,35,"Solothurnerstrasse 13,",https://www.immoscout24.ch/mieten/4001927369,0,Wohnung,True,True,False,False,False,False,False,False,True,"Solothurnerstrasse 13,4053 Basel",47.54536056518555,7.591527938842773,30418,66727.1
Basel,4057,1190,1000,190,2.0,54,"Markgräflerstrasse 62,",https://www.immoscout24.ch/mieten/4001925723,5,Wohnung,False,True,False,False,False,False,False,False,False,"Markgräflerstrasse 62,4057 Basel",47.56997680664063,7.594400405883789,25629,66727.1
Basel,4052,1935,1715,220,3.5,86,"Rennweg 100,",https://www.immoscout24.ch/mieten/4001922012,1,Wohnung,False,True,False,False,False,False,False,False,False,"Rennweg 100,4052 Basel",47.54944610595703,7.611125946044922,7170,66727.1
Basel,4057,1910,1660,250,1.0,78,"Giessliweg 81,",https://www.immoscout24.ch/mieten/4001820421,1,Loft,True,True,False,False,False,False,False,False,False,"Giessliweg 81,4057 Basel",47.5802116394043,7.591655254364014,9552,66727.1
Basel,4056,1790,1600,190,3.0,69,"Gasstrasse 37,",https://www.immoscout24.ch/mieten/4001818733,1,Wohnung,True,False,False,False,False,False,False,False,False,"Gasstrasse 37,4056 Basel",47.56972122192383,7.57634973526001,10675,66727.1
Basel,4058,1900,1650,250,3.0,78,"Ormalingerweg 5,",https://www.immoscout24.ch/mieten/4001727529,4,Wohnung,True,True,False,False,False,True,True,False,True,"Ormalingerweg 5,4058 Basel",47.56439971923828,7.62215518951416,4992,66727.1
Basel,4056,1480,1310,170,1.5,44,"Gasstrasse 68,",https://www.immoscout24.ch/mieten/4001502714,1,Wohnung,True,True,False,False,True,False,False,False,False,"Gasstrasse 68,4056 Basel",47.56842803955078,7.574095726013184,14593,66727.1
Basel,4056,1195,1085,110,1.0,35,"Gasstrasse 68/5,",https://www.immoscout24.ch/mieten/4001467750,4,Wohnung,False,True,False,False,False,False,False,False,False,"Gasstrasse 68/5,4056 Basel",47.56842803955078,7.574095726013184,14593,66727.1
Basel,4058,1325,1175,150,1.5,45,"Fasanenstrasse 121,",https://www.immoscout24.ch/mieten/4001423427,0,Wohnung,False,True,False,False,False,False,False,False,True,"Fasanenstrasse 121,4058 Basel",47.572998046875,7.610218524932861,18866,66727.1
Basel,4058,1215,1115,100,1.0,29,"Claragraben 60,",https://www.immoscout24.ch/mieten/4001378852,4,Wohnung,False,True,False,False,False,False,False,False,True,"Claragraben 60,4058 Basel",47.561668395996094,7.595454216003418,15495,66727.1
Basel,4058,2150,1900,250,3.0,68,"Claragraben 60,",https://www.immoscout24.ch/mieten/4001335899,5,Wohnung,True,True,False,False,False,False,False,False,True,"Claragraben 60,4058 Basel",47.561668395996094,7.595454216003418,15495,66727.1
Basel,4056,1310,1120,190,2.0,39,"Entenweidstrasse 74/7,",https://www.immoscout24.ch/mieten/4001270666,3,Wohnung,True,True,False,False,False,False,False,False,False,"Entenweidstrasse 74/7,4056 Basel",47.56902694702149,7.573718070983887,14593,66727.1
Basel,4056,1775,1545,230,2.0,52,"Vogesenstrasse 135/1,",https://www.immoscout24.ch/mieten/4000869642,1,Wohnung,True,True,False,False,False,False,False,False,False,"Vogesenstrasse 135/1,4056 Basel",47.5692253112793,7.574558258056641,14593,66727.1
Basel,4056,1210,1070,140,2.0,36,"Entenweidstrasse 74/7,",https://www.immoscout24.ch/mieten/4000633351,0,Wohnung,True,True,False,False,False,False,False,False,False,"Entenweidstrasse 74/7,4056 Basel",47.56902694702149,7.573718070983887,14593,66727.1
Basel,4056,1900,1710,190,1.5,56,"Vogesenstr. 135/2,",https://www.immoscout24.ch/mieten/3003427455,5,Wohnung,False,False,False,False,False,False,False,False,False,"Vogesenstr. 135/2,4056 Basel",47.5692253112793,7.574558258056641,14593,66727.1
Basel,4058,2290,2110,180,3.5,66,"Erlenstrasse 98,",https://www.immoscout24.ch/mieten/4001986588,0,Wohnung,True,False,False,False,False,False,True,False,False,"Erlenstrasse 98,4058 Basel",47.56953048706055,7.604137420654297,47725,66727.1
Basel,4051,5550,5550,0,5.0,175,"Burgunderstrasse 13a,",https://www.immoscout24.ch/mieten/4001919606,0,Loft,True,False,False,False,False,False,True,True,True,"Burgunderstrasse 13a,4051 Basel",47.55331039428711,7.580517292022705,11191,66727.1
Basel,4053,2950,2700,250,3.5,131,"Freilager-Platz 7,",https://www.immoscout24.ch/mieten/4001999114,5,Wohnung,True,True,False,True,False,False,False,False,False,"Freilager-Platz 7,4053 Basel",47.54594802856445,7.58718204498291,27806,66727.1
Basel,4058,1230,1100,130,2.0,29,"Bleichestrasse 13,",https://www.immoscout24.ch/mieten/4001995026,5,Wohnung,False,True,False,True,False,False,False,False,False,"Bleichestrasse 13,4058 Basel",47.56592559814453,7.60063362121582,52322,66727.1
Basel,4057,1500,1300,200,3.0,64,"Kleinhüningeranlage 4,",https://www.immoscout24.ch/mieten/4001982588,1,Wohnung,True,True,False,False,False,False,False,False,False,"Kleinhüningeranlage 4,4057 Basel",47.58164978027344,7.593404293060303,9003,66727.1
Basel,4056,1960,1760,200,3.0,75,"Kannenfeldstrasse 52,",https://www.immoscout24.ch/mieten/4001980094,4,Dachwohnung,False,False,False,True,False,False,True,False,False,"Kannenfeldstrasse 52,4056 Basel",47.56413269042969,7.573551177978516,15299,66727.1
Basel,4058,920,780,140,1.0,36,"Riehenteichstrasse 56,",https://www.immoscout24.ch/mieten/4001967355,0,Wohnung,True,False,False,False,False,False,False,False,False,"Riehenteichstrasse 56,4058 Basel",47.56528472900391,7.603113174438477,24785,66727.1
Basel,4052,1900,1700,200,3.5,56,"Sankt Alban-Ring 238,",https://www.immoscout24.ch/mieten/4001960528,1,Wohnung,False,True,False,False,False,False,False,False,False,"Sankt Alban-Ring 238,4052 Basel",47.54718017578125,7.607898712158203,5496,66727.1
Basel,4058,2190,1990,200,3.0,71,"Riehenring 7,",https://www.immoscout24.ch/mieten/4001947477,0,Wohnung,True,False,False,False,False,False,False,False,False,"Riehenring 7,4058 Basel",47.561336517333984,7.601690292358398,10258,66727.1
Basel,4053,2290,1990,300,3.0,68,"Meltingerstrasse 5,",https://www.immoscout24.ch/mieten/4001931095,0,Wohnung,True,False,False,True,False,False,False,False,False,"Meltingerstrasse 5,4053 Basel",47.54565048217773,7.58200740814209,24785,66727.1
Basel,4055,1848,1848,0,4.0,89,"Burgfelderstrasse 28, Basel, Schweiz,",https://www.immoscout24.ch/mieten/4001930894,4,Wohnung,True,True,False,False,False,False,False,False,False,"Burgfelderstrasse 28, Basel, Schweiz,4055 Basel",47.56332015991211,7.572644233703613,15299,66727.1
Basel,4052,1670,1410,260,3.0,72,"Birsstrasse 66,",https://www.immoscout24.ch/mieten/4001930818,1,Wohnung,True,False,False,True,False,False,False,False,False,"Birsstrasse 66,4052 Basel",47.55226135253906,7.619861125946045,3314,66727.1
Basel,4058,1200,1200,0,1.0,33,"Riehenring 111,",https://www.immoscout24.ch/mieten/4001789405,,Wohnung,False,True,False,False,False,False,False,False,False,"Riehenring 111,4058 Basel",47.56621170043945,7.597532272338867,20108,66727.1
Basel,4058,1990,1850,140,3.5,72,"Egliseestrasse 1,",https://www.immoscout24.ch/mieten/4001768916,3,Wohnung,True,False,False,False,False,False,True,False,True,"Egliseestrasse 1,4058 Basel",47.56977844238281,7.609302520751953,18866,66727.1
Basel,4054,5500,5150,350,4.5,163,"Kluserstrasse 25,",https://www.immoscout24.ch/mieten/4001762381,2,Wohnung,False,True,False,False,False,False,False,False,False,"Kluserstrasse 25,4054 Basel",47.54962158203125,7.574475288391113,5188,66727.1
Basel,4058,1230,1230,0,1.5,42,"Goldbachweg 26,",https://www.immoscout24.ch/mieten/4001693496,1,Wohnung,False,False,True,True,False,False,False,False,False,"Goldbachweg 26,4058 Basel",47.56722259521485,7.618602752685547,15834,66727.1
Basel,4052,2070,1870,200,3.5,76,"Engelgasse 4,",https://www.immoscout24.ch/mieten/4001687313,1,Wohnung,True,False,False,False,False,True,False,False,False,"Engelgasse 4,4052 Basel",47.55097961425781,7.598464012145996,41676,66727.1
Basel,4053,2480,2120,360,3.5,112,"Arlesheimerstrasse 16,",https://www.immoscout24.ch/mieten/4001470308,4,Maisonette / Duplex,True,False,False,False,False,True,False,False,False,"Arlesheimerstrasse 16,4053 Basel",47.53892517089844,7.599876403808594,24952,66727.1
Basel,4051,1520,1250,270,2.0,60,"Austrasse 54,",https://www.immoscout24.ch/mieten/4001400290,2,Wohnung,True,True,False,False,False,False,False,False,True,"Austrasse 54,4051 Basel",47.5539665222168,7.581200122833252,14489,66727.1
Basel,4051,1520,1250,270,2.0,60,"Austrasse 54,",https://www.immoscout24.ch/mieten/4001265565,1,Wohnung,True,True,False,False,False,False,False,False,True,"Austrasse 54,4051 Basel",47.5539665222168,7.581200122833252,14489,66727.1
Basel,4058,1410,1410,0,1.0,34,"Riehenstrasse,",https://www.immoscout24.ch/mieten/4002002510,3,Studio,False,True,False,False,False,False,False,False,False,"Riehenstrasse,4058 Basel",47.55997467041016,7.597090721130371,15495,66727.1
Basel,4056,1398,1309,89,3.0,62,"Elsässerstrasse 258,",https://www.immoscout24.ch/mieten/4001986304,2,Wohnung,True,False,False,False,False,False,False,False,True,"Elsässerstrasse 258,4056 Basel",47.57671356201172,7.572597980499268,66091,66727.1
Basel,4054,1000,850,150,1.5,41,"Blauenstrasse 55,",https://www.immoscout24.ch/mieten/4001966022,1,Wohnung,True,True,False,True,False,False,True,False,False,"Blauenstrasse 55,4054 Basel",47.55410003662109,7.572824954986572,16632,66727.1
Basel,4056,1260,1150,110,1.0,37,"Vogesenstrasse 135/1,",https://www.immoscout24.ch/mieten/4001947482,3,Wohnung,False,True,False,False,False,False,False,False,False,"Vogesenstrasse 135/1,4056 Basel",47.5692253112793,7.574558258056641,14593,66727.1
Basel,4056,1520,1340,180,2.0,45,"Vogesenstrasse 135/1,",https://www.immoscout24.ch/mieten/4001942034,4,Wohnung,True,True,False,False,False,False,False,False,False,"Vogesenstrasse 135/1,4056 Basel",47.5692253112793,7.574558258056641,14593,66727.1
Basel,4056,2050,1790,260,3.5,61,"Vogesenstrasse 135/1,",https://www.immoscout24.ch/mieten/4001940145,2,Wohnung,True,True,False,False,False,False,False,False,False,"Vogesenstrasse 135/1,4056 Basel",47.5692253112793,7.574558258056641,14593,66727.1
Basel,4056,1080,880,200,2.0,45,"Am Bachgraben 38,",https://www.immoscout24.ch/mieten/4001582412,1,Wohnung,False,False,False,False,False,False,False,False,True,"Am Bachgraben 38,4056 Basel",47.577091217041016,7.566886901855469,3490,66727.1
